name,country,designation,iucn_cat,WDPAID
Yerada,GHA,Forest Reserve,Not Reported,26559
Yerwa,NGA,Forest Reserve,Not Reported,36454
Yo,NGA,Forest Reserve,Not Reported,36210
Yonofere,SEN,Not Reported,Not Reported,352616
Yoyo River,GHA,Forest Reserve,Not Reported,40844
Zaga,NGA,Forest Reserve,Not Reported,36214
Zagoreta,CIV,Classified Forest,Not Reported,300885
Zakouma,TCD,National Park,II,641
Zakpaberi,CIV,Classified Forest,Not Reported,300941
Zala,NGA,Forest Reserve,Not Reported,36531
Zalanga,NGA,Forest Reserve,Not Reported,36532
Zamfara,NGA,Forest Reserve,Not Reported,36183
Zanchita,NGA,Forest Reserve,Not Reported,36597
Zandama Hills,NGA,Forest Reserve,Not Reported,36423
Zandougou,CIV,Classified Forest,Not Reported,300781
Zangula River,NGA,Forest Reserve,Not Reported,36469
Zaranda Hill,NGA,Forest Reserve,Not Reported,36520
Zaria,NGA,Forest Reserve,Not Reported,36392
Zauna,NGA,Forest Reserve,Not Reported,36171
Zawli Hills,GHA,Forest Reserve,Not Reported,303935
Zigau,NGA,Forest Reserve,Not Reported,36416
Zing,NGA,Forest Reserve,Not Reported,36714
Zok,NGA,Forest Reserve,Not Reported,36690
Zubakpere,NGA,Forest Reserve,Not Reported,36612
Zugurma,NGA,Forest Reserve,Not Reported,36570
Zuguskwak,NGA,Forest Reserve,Not Reported,36353
Zuma Hill,NGA,Forest Reserve,Not Reported,36637
Zuoke,CIV,Classified Forest,Not Reported,29634
Zurak,NGA,Forest Reserve,Not Reported,36691
Zwedru,LBR,National Park,Not Reported,555512170
